0.9563,0.4813,0.48,0.4763,0.4813,0.4838,0.4875,0.48,0.4863,0.4863,0.4838,0.485,0.4825,0.4775,0.4838,0.485,0.4738,0.4888,0.4775,0.4849
0.8387,0.6775,0.4088,0.405,0.4,0.3975,0.3937,0.4075,0.3862,0.4037,0.4,0.4062,0.4025,0.395,0.395,0.4025,0.4062,0.4075,0.4,0.3945
0.82,0.6462,0.7412,0.4025,0.4075,0.4175,0.4012,0.4075,0.3975,0.395,0.4037,0.4012,0.3887,0.39,0.3937,0.3975,0.3862,0.3925,0.3962,0.3907
0.775,0.5238,0.725,0.5587,0.3663,0.36,0.3588,0.3525,0.3575,0.3675,0.3525,0.3563,0.3538,0.3513,0.3613,0.3738,0.3675,0.3625,0.3663,0.3618
0.6763,0.4713,0.6562,0.4612,0.4412,0.2925,0.27,0.2775,0.285,0.285,0.275,0.2913,0.2925,0.2988,0.2925,0.3025,0.2925,0.2838,0.295,0.2952
0.5175,0.3362,0.5038,0.325,0.2325,0.4888,0.1375,0.1338,0.135,0.1338,0.1388,0.14,0.145,0.1288,0.1537,0.1212,0.1313,0.1462,0.1363,0.1332
0.5437,0.2375,0.5088,0.34,0.2487,0.5138,0.2737,0.175,0.165,0.1663,0.165,0.1862,0.1762,0.1688,0.1737,0.185,0.1713,0.1837,0.1988,0.1683
0.5463,0.2462,0.51,0.3337,0.265,0.5138,0.2462,0.3387,0.175,0.1625,0.1638,0.1762,0.1737,0.1762,0.17,0.1913,0.18,0.17,0.1525,0.1658
0.5437,0.2213,0.4788,0.3312,0.2462,0.5038,0.225,0.3425,0.2562,0.155,0.1762,0.1638,0.165,0.17,0.1625,0.1713,0.1625,0.185,0.1575,0.1621
0.5425,0.195,0.4188,0.3212,0.2762,0.4863,0.2537,0.29,0.2412,0.3387,0.1812,0.1675,0.1613,0.1775,0.185,0.1588,0.1737,0.1638,0.17,0.1595
0.545,0.235,0.4113,0.3137,0.275,0.5025,0.235,0.27,0.2687,0.3362,0.2838,0.1613,0.16,0.1787,0.1737,0.1663,0.175,0.15,0.17,0.1658
0.5363,0.21,0.4587,0.2988,0.2725,0.5038,0.25,0.275,0.2637,0.3663,0.2825,0.2213,0.1625,0.1713,0.1762,0.17,0.1512,0.1575,0.1625,0.1759
0.5212,0.1963,0.3962,0.28,0.2687,0.5062,0.2362,0.2412,0.2425,0.3488,0.2387,0.215,0.2662,0.1537,0.14,0.15,0.155,0.1737,0.1462,0.1533
0.4288,0.1725,0.3775,0.2587,0.2175,0.4763,0.16,0.215,0.23,0.26,0.1725,0.155,0.2412,0.335,0.105,0.1125,0.115,0.1113,0.1075,0.1231
0.515,0.2013,0.405,0.3212,0.2537,0.5025,0.2162,0.2537,0.225,0.34,0.26,0.2162,0.2662,0.43,0.1888,0.1525,0.1525,0.1737,0.1537,0.1709
0.45,0.1412,0.4338,0.2288,0.1875,0.4675,0.1713,0.1925,0.175,0.2825,0.1737,0.155,0.1975,0.3925,0.12,0.4163,0.105,0.1013,0.1062,0.1055
0.4988,0.2213,0.4062,0.225,0.2425,0.52,0.2338,0.2412,0.2387,0.3513,0.3013,0.1963,0.2537,0.4412,0.1837,0.4713,0.3237,0.1762,0.1775,0.1859
0.49,0.1925,0.3937,0.2213,0.2387,0.49,0.195,0.24,0.2225,0.3175,0.2575,0.185,0.26,0.4113,0.195,0.4163,0.2913,0.185,0.165,0.1482
0.485,0.1837,0.4675,0.2,0.2725,0.4975,0.2013,0.2025,0.215,0.3362,0.2537,0.1938,0.2075,0.4437,0.1725,0.4813,0.3113,0.185,0.575,0.1608
0.475,0.1575,0.3525,0.185,0.2325,0.4437,0.15,0.1812,0.185,0.24,0.1913,0.1525,0.1862,0.3713,0.1263,0.4338,0.2612,0.1375,0.5613,0.3241
