0.9437,0.5875,0.9263,0.5887,0.525,0.5175,0.67,0.615,0.6025,0.7738,0.6625,0.7375,0.6625,0.7475,0.6038,0.69,0.6663,0.5725,0.485,0.7513
0.8075,0.6987,0.39,0.3987,0.405,0.3837,0.39,0.3837,0.385,0.3937,0.3837,0.3975,0.4062,0.3875,0.3962,0.4,0.3987,0.3975,0.3975,0.392
0.765,0.6412,0.7588,0.3887,0.3775,0.3962,0.4,0.3887,0.3887,0.385,0.3862,0.3825,0.3925,0.39,0.3962,0.3837,0.3837,0.3887,0.3837,0.3882
0.6963,0.5613,0.7425,0.57,0.3513,0.35,0.3425,0.3663,0.34,0.3625,0.3525,0.345,0.355,0.35,0.375,0.3663,0.3525,0.36,0.3513,0.3568
0.575,0.44,0.6338,0.4475,0.4537,0.2575,0.2525,0.2387,0.2425,0.2362,0.24,0.255,0.24,0.2475,0.2425,0.235,0.255,0.245,0.2662,0.2588
0.4637,0.3425,0.5138,0.3463,0.285,0.5062,0.1462,0.1412,0.1425,0.1575,0.1275,0.1437,0.13,0.14,0.13,0.1638,0.13,0.1263,0.1575,0.152
0.5012,0.2863,0.5138,0.3663,0.2712,0.4988,0.2725,0.1562,0.1663,0.1675,0.1713,0.1613,0.175,0.1737,0.1638,0.155,0.1888,0.1737,0.1725,0.1683
0.55,0.275,0.52,0.3488,0.3025,0.5162,0.2637,0.3513,0.2025,0.1913,0.18,0.175,0.1775,0.1925,0.1688,0.1812,0.2013,0.1775,0.1888,0.1947
0.4963,0.23,0.4763,0.335,0.2675,0.5238,0.2437,0.3688,0.2913,0.165,0.1725,0.1837,0.1688,0.1613,0.16,0.1775,0.1663,0.1888,0.1925,0.1771
0.4988,0.2525,0.4325,0.3337,0.2712,0.4988,0.2562,0.3038,0.29,0.3613,0.1625,0.1737,0.1963,0.1663,0.1875,0.1787,0.1988,0.1888,0.1825,0.1759
0.5238,0.2637,0.45,0.35,0.2913,0.5125,0.2525,0.2838,0.2963,0.3688,0.3125,0.1975,0.18,0.1938,0.1812,0.1975,0.1988,0.18,0.1963,0.2073
0.4963,0.2263,0.4625,0.3137,0.2775,0.5012,0.2437,0.2562,0.3013,0.3563,0.3063,0.2412,0.16,0.1725,0.1625,0.1825,0.1775,0.1675,0.1787,0.1646
0.5138,0.2612,0.4587,0.3137,0.32,0.5238,0.2687,0.2863,0.2925,0.385,0.2787,0.23,0.3063,0.2013,0.185,0.2037,0.1938,0.2013,0.1837,0.2148
0.4575,0.2137,0.3987,0.2988,0.2537,0.4863,0.1925,0.23,0.2838,0.2913,0.215,0.1963,0.275,0.4075,0.1462,0.1512,0.14,0.1512,0.1425,0.147
0.515,0.2437,0.43,0.3488,0.275,0.5238,0.2437,0.2487,0.2938,0.3663,0.3063,0.225,0.3162,0.475,0.21,0.1837,0.1837,0.19,0.1713,0.1784
0.4475,0.195,0.46,0.29,0.2562,0.5,0.1975,0.235,0.2225,0.3412,0.23,0.1762,0.26,0.4437,0.1775,0.4963,0.1375,0.1487,0.15,0.1319
0.4938,0.2338,0.4188,0.2288,0.28,0.5437,0.2375,0.2787,0.2825,0.3563,0.285,0.2125,0.3025,0.465,0.2087,0.4838,0.3362,0.18,0.1875,0.191
0.4975,0.2062,0.4375,0.2313,0.2675,0.4988,0.2037,0.24,0.2325,0.345,0.285,0.2075,0.2787,0.465,0.1862,0.4612,0.3137,0.2412,0.1588,0.1696
0.47,0.1888,0.4338,0.205,0.3,0.4775,0.1925,0.2225,0.2025,0.315,0.2387,0.17,0.215,0.4325,0.1888,0.51,0.28,0.2,0.5613,0.1583
0.4888,0.2188,0.42,0.2087,0.2775,0.4825,0.2188,0.24,0.2162,0.3125,0.255,0.1963,0.2275,0.4213,0.1862,0.5162,0.315,0.2338,0.6075,0.3982
