0.9874,0.7743,0.9806,0.717,0.6292,0.4109,0.8507,0.8099,0.789,0.9571,0.8526,0.8787,0.8331,0.9314,0.6806,0.9037,0.8266,0.7781,0.5531,0.9533
0.9872,0.8189,0.9837,0.7067,0.6332,0.4313,0.8664,0.7711,0.8331,0.9482,0.8289,0.8725,0.7736,0.9389,0.672,0.8789,0.8305,0.7975,0.4983,0.9499
0.9858,0.7869,0.9818,0.688,0.6131,0.4216,0.856,0.7798,0.7939,0.9574,0.8482,0.8676,0.7984,0.9268,0.6565,0.92,0.8032,0.7666,0.5232,0.9603
0.9879,0.7513,0.9713,0.7576,0.6555,0.5215,0.8385,0.724,0.7834,0.9089,0.7725,0.8922,0.7197,0.91,0.708,0.8804,0.8352,0.7372,0.3703,0.9016
0.9883,0.7376,0.9683,0.7281,0.6931,0.4358,0.8158,0.5749,0.7857,0.9082,0.6666,0.824,0.5551,0.9097,0.6701,0.7887,0.817,0.7289,0.1083,0.8846
0.9704,0.5337,0.9109,0.6956,0.5218,0.7549,0.6455,0.5016,0.519,0.7421,0.5278,0.7992,0.5374,0.8369,0.677,0.7805,0.6906,0.6127,0.2461,0.6787
0.9856,0.7962,0.9834,0.7036,0.6256,0.4239,0.8666,0.8042,0.8176,0.9468,0.8425,0.8828,0.808,0.9313,0.6741,0.8925,0.8401,0.7853,0.5697,0.9433
0.9757,0.7715,0.9902,0.6751,0.6197,0.4377,0.8479,0.914,0.812,0.9775,0.9329,0.8666,0.9147,0.8973,0.67,0.9288,0.8206,0.7546,0.7991,0.9879
0.9849,0.7978,0.9789,0.7045,0.6516,0.3915,0.8458,0.7275,0.847,0.9568,0.8125,0.8457,0.7299,0.937,0.6694,0.8479,0.8267,0.7692,0.413,0.9524
0.9835,0.7774,0.9876,0.6862,0.6201,0.4342,0.8533,0.84,0.8256,0.9707,0.8902,0.8557,0.8442,0.9199,0.6825,0.9035,0.8091,0.7721,0.6082,0.9779
0.9804,0.7905,0.9901,0.6786,0.6141,0.4137,0.8433,0.883,0.8182,0.9763,0.9196,0.8733,0.898,0.9083,0.6707,0.9215,0.8092,0.7624,0.7289,0.9808
0.9915,0.7702,0.9766,0.7296,0.6365,0.4492,0.8691,0.7795,0.783,0.9368,0.8299,0.9075,0.806,0.9423,0.6706,0.935,0.8224,0.7834,0.5612,0.9233
0.9793,0.7741,0.9908,0.683,0.6282,0.4591,0.8452,0.9075,0.8109,0.9794,0.9375,0.89,0.9271,0.9035,0.6766,0.9483,0.8192,0.7557,0.7768,0.9827
0.9851,0.7856,0.9816,0.705,0.6064,0.4215,0.8638,0.8172,0.7871,0.9557,0.8498,0.875,0.8406,0.9522,0.6631,0.8809,0.8048,0.7808,0.5915,0.9572
0.9895,0.7336,0.9769,0.7281,0.6364,0.4948,0.8127,0.7103,0.8018,0.9255,0.7705,0.8659,0.6973,0.9136,0.6981,0.8591,0.8373,0.7082,0.3149,0.9262
0.9876,0.7808,0.9821,0.7058,0.6098,0.4547,0.8677,0.834,0.7898,0.9486,0.8775,0.9238,0.8662,0.9463,0.6735,0.9763,0.8223,0.7974,0.6533,0.9428
0.9908,0.7597,0.9679,0.7296,0.6364,0.4445,0.8482,0.7441,0.7967,0.9081,0.7901,0.8951,0.7298,0.9166,0.668,0.8821,0.8401,0.7633,0.4462,0.9057
0.9852,0.7978,0.9821,0.7248,0.6374,0.4486,0.8672,0.7656,0.8199,0.9466,0.8413,0.8698,0.7793,0.9563,0.6654,0.911,0.8196,0.8068,0.5021,0.9405
0.9821,0.7729,0.9884,0.7072,0.6119,0.4894,0.8272,0.9634,0.8013,0.9759,0.9686,0.9069,0.9719,0.8939,0.7052,0.9756,0.8239,0.7382,0.9386,0.9765
0.9788,0.7893,0.9893,0.6751,0.6117,0.4441,0.8413,0.8301,0.8098,0.9738,0.8876,0.8584,0.8403,0.9087,0.6635,0.9145,0.797,0.7436,0.5986,0.9805
